"date","close","volume","open","high","low"
"2019/03/13","257.3500","5268938.0000","256.8400","258.0700","256.0100"
"2019/03/12","255.8600","6568511.0000","256.2400","256.9700","255.4300"
"2019/03/11","256.7600","5467051.0000","252.8500","256.8300","252.4600"
"2019/03/08","254.7100","5494332.0000","252.8800","254.8950","252.7400"
"2019/03/07","254.8100","4103495.0000","256.4000","256.4900","253.6100"
"2019/03/06","256.8700","3217765.0000","258.2400","258.4526","256.4500"
"2019/03/05","258.1900","2106268.0000","258.2200","258.8600","257.3900"
"2019/03/04","258.2800","4815671.0000","261.5000","261.6800","256.2010"
"2019/03/01","260.4200","3674472.0000","261.1500","261.5400","259.2349"
"2019/02/28","259.2800","2758064.0000","259.8600","260.3700","259.0600"
"2019/02/27","259.8700","2773925.0000","259.8200","260.4200","258.7700"
"2019/02/26","260.5400","3065076.0000","259.9600","261.5000","259.6000"
"2019/02/25","260.8900","3574675.0000","261.8550","262.3600","260.7500"
"2019/02/22","260.1700","3936685.0000","259.2600","260.4100","259.0100"
"2019/02/21","258.5300","3190686.0000","258.9400","259.2414","257.5000"
"2019/02/20","259.5000","2450938.0000","258.8200","259.7600","258.3200"
"2019/02/19","258.8100","2737699.0000","257.9600","259.4800","257.9600"
"2019/02/15","258.6500","4746435.0000","256.1700","258.6800","256.1500"
"2019/02/14","255.1600","3808973.0000","254.5400","256.1700","253.6200"
"2019/02/13","255.8000","2906557.0000","255.5300","256.5560","255.1177"
"2019/02/12","254.5300","3067372.0000","252.7200","254.8800","252.6700"
"2019/02/11","250.9400","2672899.0000","252.1200","252.3200","250.3500"
"2019/02/08","251.3200","2942286.0000","250.5100","251.3700","249.1299"
"2019/02/07","251.9000","3878378.0000","252.4000","253.3400","250.1700"
"2019/02/06","253.8700","1911714.0000","253.6300","254.3500","253.0500"
"2019/02/05","253.9600","3081296.0000","253.3600","254.2000","252.8100"
"2019/02/04","252.3200","2567809.0000","250.4300","252.3500","249.6800"
"2019/02/01","250.4800","3971383.0000","250.6700","251.8500","249.7500"
"2019/01/31","250.1200","5561270.0000","248.9500","250.4300","248.3400"
"2019/01/30","250.1800","5660543.0000","248.4100","251.0000","247.7800"
"2019/01/29","245.7100","2412077.0000","245.3500","246.6500","244.9500"
"2019/01/28","245.1000","3554283.0000","244.7300","245.2300","243.1400"
"2019/01/25","247.3900","4108621.0000","247.3900","248.5500","246.6800"
"2019/01/24","245.4700","2835695.0000","245.4700","246.2000","244.1300"
"2019/01/23","245.7200","4324968.0000","246.1500","246.9200","242.9800"
"2019/01/22","244.0000","5206480.0000","245.3500","245.7389","242.3500"
"2019/01/18","247.0500","5391274.0000","245.6500","247.4000","244.5100"
"2019/01/17","243.8000","4095019.0000","241.2300","244.8100","241.0400"
"2019/01/16","241.8600","3714052.0000","241.3550","242.9000","241.1400"
"2019/01/15","240.6400","3934122.0000","238.9400","241.0300","238.8900"
"2019/01/14","238.9400","2327876.0000","237.9300","239.6500","237.6400"
"2019/01/11","239.8800","2045312.0000","238.8700","239.9400","237.9600"
"2019/01/10","240.0000","3042279.0000","237.6400","240.1600","237.0400"
"2019/01/09","238.9200","4869090.0000","238.9319","239.8762","237.7800"
"2019/01/08","237.9200","4826360.0000","237.9400","238.6600","235.7900"
"2019/01/07","235.3600","5095186.0000","234.8400","236.8800","232.9510"
"2019/01/04","234.2800","7339819.0000","230.0000","235.1800","229.7300"
"2019/01/03","226.7200","7327143.0000","231.2500","231.4200","226.3604"
"2019/01/02","233.3600","5280855.0000","229.2700","234.0000","229.1400"
"2018/12/31","233.2000","5070219.0000","232.3300","233.2600","231.0500"
"2018/12/28","230.4800","7265774.0000","232.7100","233.8100","229.6700"
"2018/12/27","231.2600","7941576.0000","225.5400","231.3700","222.5304"
"2018/12/26","228.7100","9742944.0000","219.1900","228.7400","216.9700"
"2018/12/24","218.1000","7023992.0000","222.5000","223.3100","217.8800"
"2018/12/21","224.0900","10162320.0000","229.0100","232.4700","223.8500"
"2018/12/20","228.8900","11894900.0000","232.5900","233.3700","226.9500"
"2018/12/19","233.4200","9528113.0000","237.5500","241.2000","232.0700"
"2018/12/18","237.3600","5222515.0000","238.4400","239.8100","235.6700"
"2018/12/17","236.4300","7022937.0000","240.0400","241.4000","235.0500"
"2018/12/14","241.4200","6588446.0000","244.0600","244.8300","240.8200"
"2018/12/13","246.2700","4444333.0000","246.4200","247.8600","245.1700"
"2018/12/12","245.8800","3640844.0000","247.3900","248.7600","245.6500"
"2018/12/11","244.2300","5637956.0000","248.4440","248.5000","242.6600"
"2018/12/10","244.7100","6018057.0000","243.9400","245.4900","239.2500"
"2018/12/07","244.3100","5962265.0000","249.6600","251.4081","243.2900"
"2018/12/06","249.7200","8225858.0000","246.3600","249.8700","242.8200"
"2018/12/04","250.7300","5368737.0000","257.6400","258.0400","250.3800"
"2018/12/03","258.7300","9539531.0000","260.1700","260.3000","257.0200"
"2018/11/30","255.5100","2986844.0000","253.1000","255.8400","252.8300"
"2018/11/29","253.5900","3470051.0000","253.6000","254.9732","252.2200"
"2018/11/28","253.8400","5127887.0000","249.1200","253.8400","248.5860"
"2018/11/27","247.5000","2928712.0000","245.1800","247.5300","244.1400"
"2018/11/26","246.3900","3434109.0000","244.8700","246.7300","244.6800"
"2018/11/23","242.8100","1928034.0000","243.2500","244.0300","242.7100"
"2018/11/21","244.6500","4248163.0000","245.8400","246.6255","244.5800"
"2018/11/20","244.5000","7337525.0000","246.3600","246.9312","243.5300"
"2018/11/19","249.8600","4240888.0000","253.6100","253.7800","248.8410"
"2018/11/16","254.0500","4526325.0000","251.7900","254.9600","251.3400"
"2018/11/15","253.2200","5645246.0000","250.2000","254.0000","248.3507"
"2018/11/14","250.9100","5604221.0000","255.0200","255.2901","249.6700"
"2018/11/13","253.0600","3925797.0000","253.8300","255.3700","252.2300"
"2018/11/12","254.2200","10122750.0000","259.7000","259.9200","253.6800"
"2018/11/09","260.0900","4385768.0000","261.1600","261.4500","259.0400"
"2018/11/08","262.1000","4016659.0000","261.5260","262.9700","260.9710"
"2018/11/07","261.7800","4458346.0000","258.4600","261.8600","257.5000"
"2018/11/06","256.2300","2182507.0000","254.5300","256.3800","254.3300"
"2018/11/05","254.4800","2832419.0000","252.8400","254.9300","252.5000"
"2018/11/02","252.4600","6411159.0000","255.3800","255.6000","250.5800"
"2018/11/01","253.7300","3243778.0000","252.1500","253.8300","250.9100"
"2018/10/31","251.1900","5304079.0000","250.9400","253.2198","250.3900"
"2018/10/30","248.7000","6134938.0000","244.4400","248.9400","244.0882"
"2018/10/29","244.4700","6829235.0000","248.7200","250.2400","241.0500"
"2018/10/26","246.5300","5882702.0000","247.3800","249.0400","244.3100"
"2018/10/25","249.7700","5907879.0000","247.3300","250.9300","246.2500"
"2018/10/24","245.6400","7609685.0000","252.4000","252.8900","245.1800"
"2018/10/23","251.6700","7354224.0000","249.0400","252.9300","247.5200"
"2018/10/22","253.0400","4659259.0000","255.0700","255.4400","252.2000"
"2018/10/19","254.3200","6615645.0000","254.2300","255.9800","253.3400"
"2018/10/18","253.6800","8692160.0000","256.1100","256.8600","252.3200"
"2018/10/17","256.9700","6820595.0000","256.9200","258.0200","254.6700"
"2018/10/16","257.9200","7096212.0000","254.6200","258.1100","253.9800"
"2018/10/15","252.3400","5495228.0000","252.8700","254.7400","252.3400"
"2018/10/12","253.3000","8631547.0000","254.3550","254.6090","249.9300"
"2018/10/11","250.2700","15256060.0000","254.7300","256.7300","248.8600"
"2018/10/10","256.0600","12268290.0000","264.0400","264.1200","255.8000"
"2018/10/09","264.2300","4555959.0000","264.3800","265.3200","263.1400"
"2018/10/08","264.8300","6229246.0000","263.2500","265.2100","262.0850"
"2018/10/05","264.3200","7477039.0000","266.3400","266.6200","262.9000"
"2018/10/04","266.2500","8713034.0000","267.6900","267.7100","264.5800"
"2018/10/03","267.9500","5825050.0000","268.7700","269.2800","267.6700"
"2018/10/02","267.5700","4552453.0000","266.1100","268.0200","266.0500"
"2018/10/01","266.7300","5823381.0000","266.1000","267.1500","265.7400"
"2018/09/28","264.4000","3276830.0000","263.5600","264.9400","263.5000"
"2018/09/27","264.2500","2438142.0000","264.2500","265.3700","263.5900"
"2018/09/26","263.7800","3364666.0000","264.8100","265.8400","263.2700"
"2018/09/25","264.7300","1819843.0000","266.0300","266.1200","264.5300"
"2018/09/24","265.4200","3773661.0000","266.6800","266.7000","265.2500"
"2018/09/21","267.1200","3932644.0000","267.5500","267.6100","266.5900"
"2018/09/20","267.0400","5244622.0000","266.0000","267.3100","265.9900"
"2018/09/19","264.4200","3999772.0000","263.1000","264.9900","263.1000"
"2018/09/18","262.9100","2994665.0000","261.2500","263.5300","261.1800"
"2018/09/17","260.9800","2471757.0000","261.7200","262.1899","260.6400"
"2018/09/14","261.8900","3077743.0000","262.0100","262.4700","261.0200"
"2018/09/13","261.7800","2468434.0000","261.4200","262.2236","260.9900"
"2018/09/12","260.2500","4970107.0000","260.1500","261.7700","259.5800"
"2018/09/11","260.0300","3071921.0000","258.1000","260.5100","257.8200"
"2018/09/10","258.9400","2246079.0000","260.5200","260.6500","258.8600"
"2018/09/07","259.5400","3795096.0000","259.3300","260.3400","258.4600"
"2018/09/06","260.2900","3877237.0000","260.1400","261.0500","259.0400"
"2018/09/05","259.9200","3281854.0000","259.2200","260.3100","258.9200"
"2018/09/04","259.7300","2940772.0000","259.2200","259.9200","258.2100"
"2018/08/31","259.8500","3050740.0000","259.5900","260.4900","258.9800"
"2018/08/30","260.0100","3859276.0000","260.7400","261.1500","259.4500"
"2018/08/29","261.3300","2427293.0000","260.8000","261.7670","260.4400"
"2018/08/28","260.6400","2712766.0000","261.3000","261.3200","260.3500"
"2018/08/27","260.5800","4109114.0000","259.2500","260.6450","259.2500"
"2018/08/24","257.8500","3631468.0000","257.2400","258.1800","256.9900"
"2018/08/23","256.4900","2811921.0000","256.8000","257.5600","255.9800"
"2018/08/22","257.1800","3847599.0000","258.0000","258.2000","257.0500"
"2018/08/21","258.0700","3275937.0000","257.9300","258.7000","257.7600"
"2018/08/20","257.4300","2929193.0000","257.1100","257.7200","256.9700"
"2018/08/17","256.5100","3901542.0000","255.2300","257.1200","255.0300"
"2018/08/16","255.9400","7912686.0000","254.3700","256.4100","254.2800"
"2018/08/15","251.7600","5803391.0000","251.8400","252.2000","249.8600"
"2018/08/14","253.2100","2815824.0000","252.7600","253.5532","252.2292"
"2018/08/13","252.0400","3686243.0000","253.5700","253.9600","251.7000"
"2018/08/10","253.3000","4796840.0000","253.6800","253.9000","252.4000"
"2018/08/09","255.1600","1676004.0000","255.7600","256.2300","255.0000"
"2018/08/08","255.6200","1876774.0000","255.9700","256.1210","255.3800"
"2018/08/07","256.1200","2392545.0000","255.9800","256.7600","255.6500"
"2018/08/06","254.8500","2303672.0000","254.2200","255.2400","253.6300"
"2018/08/03","254.3900","2469137.0000","253.0400","254.5000","253.0400"
"2018/08/02","253.1000","4130049.0000","251.4500","253.4100","251.0300"
"2018/08/01","253.1100","3157858.0000","253.9000","254.6400","252.5610"
"2018/07/31","254.1700","3727777.0000","253.6900","254.6800","253.6000"
"2018/07/30","252.8700","4484110.0000","254.5300","254.7900","252.6700"
"2018/07/27","254.2600","5852912.0000","255.1100","255.6000","253.4800"
"2018/07/26","255.1200","4149896.0000","254.5200","255.6800","254.4500"
"2018/07/25","254.0200","4678975.0000","251.5700","254.1600","250.9300"
"2018/07/24","252.2100","5484458.0000","251.2600","252.6600","251.0600"
"2018/07/23","250.2600","1786882.0000","250.2100","250.6000","249.6200"
"2018/07/20","250.4400","2679839.0000","249.8200","251.0400","249.6800"
"2018/07/19","250.7900","2536393.0000","251.2200","251.6200","250.6100"
"2018/07/18","252.0300","2112059.0000","251.3900","252.1650","251.0200"
"2018/07/17","251.2800","2956276.0000","250.5500","251.5700","249.9000"
"2018/07/16","250.6700","1867543.0000","250.3900","250.7500","249.8300"
"2018/07/13","250.2000","3018141.0000","249.2400","250.4600","248.9300"
"2018/07/12","249.3000","3165529.0000","249.0700","249.4400","248.1700"
"2018/07/11","247.0800","4407260.0000","247.3400","248.1600","246.6400"
"2018/07/10","249.2300","3454227.0000","248.5200","249.4800","248.4483"
"2018/07/09","247.8400","3667644.0000","245.7800","248.0000","245.7600"
"2018/07/06","244.6000","3546010.0000","243.3100","245.2000","242.8100"
"2018/07/05","243.5500","3289777.0000","243.1300","243.6700","241.6900"
"2018/07/03","241.6600","3143826.0000","244.0600","244.3000","241.3500"
"2018/07/02","242.7300","5699187.0000","240.9200","243.0400","240.6200"
"2018/06/29","242.7300","3954285.0000","243.4800","244.9600","242.5900"
"2018/06/28","242.0800","5518647.0000","240.4700","242.9600","239.8300"
"2018/06/27","241.1200","6142697.0000","243.2700","245.5800","241.0100"
"2018/06/26","242.6700","3831651.0000","242.9200","243.6900","242.2720"
"2018/06/25","242.3100","9532205.0000","244.1800","244.4000","240.7000"
"2018/06/22","245.6900","3646348.0000","245.9200","246.5100","245.4400"
"2018/06/21","244.5000","4670237.0000","245.8300","245.9400","243.9300"
"2018/06/20","246.4600","4696699.0000","247.9600","247.9800","246.1200"
"2018/06/19","246.8800","5506678.0000","246.6000","247.2300","245.5300"
"2018/06/18","249.7300","4072622.0000","248.8000","249.9000","248.1400"
"2018/06/15","250.7400","6340427.0000","250.2700","251.1950","248.7700"
"2018/06/14","251.9900","4990635.0000","253.1600","253.5150","251.5400"
"2018/06/13","252.1800","3806114.0000","253.4200","253.7516","252.0300"
"2018/06/12","253.3000","6524371.0000","253.7400","253.7700","252.5600"
"2018/06/11","253.3900","4198772.0000","253.6200","254.1590","253.0200"
"2018/06/08","253.2700","4450600.0000","251.9600","253.4100","251.7670"
"2018/06/07","252.5300","4284315.0000","252.2200","253.3700","251.7400"
"2018/06/06","251.5200","4098167.0000","249.2400","251.5300","248.5500"
"2018/06/05","248.1500","2815256.0000","248.1600","248.4765","247.1600"
"2018/06/04","248.2000","3041181.0000","247.7200","248.6700","247.5400"
"2018/06/01","246.3600","3564871.0000","246.1400","246.8300","245.6500"
"2018/05/31","244.1800","5346116.0000","246.0000","246.0200","243.5100"
"2018/05/30","246.7000","4164226.0000","245.1700","247.1600","244.5800"
"2018/05/29","243.4500","6428602.0000","245.3800","246.2100","242.3100"
"2018/05/25","247.3700","4204595.0000","247.4100","248.1000","246.7100"
"2018/05/24","247.9100","3447395.0000","248.1300","248.4300","245.8500"
"2018/05/23","248.6300","3482954.0000","246.8300","248.7000","246.4675"
"2018/05/22","248.1800","2326304.0000","250.3700","250.4300","247.9200"
"2018/05/21","249.9400","4057058.0000","249.2200","250.6700","249.2100"
"2018/05/18","247.0000","2408044.0000","246.9700","247.5300","246.4200"
"2018/05/17","247.7400","2054743.0000","247.8000","248.8926","246.8800"
"2018/05/16","247.9700","2033472.0000","247.1800","248.2800","246.9710"
"2018/05/15","247.3100","4754569.0000","248.0700","248.1800","246.4900"
"2018/05/14","249.2700","4285809.0000","249.4100","250.2000","248.8500"
"2018/05/11","248.5400","3292645.0000","247.7000","248.9400","247.3800"
"2018/05/10","247.4600","3876492.0000","246.0000","248.1100","245.9650"
"2018/05/09","245.4000","3659998.0000","244.2300","245.8500","243.2100"
"2018/05/08","243.4200","2925585.0000","243.1700","243.9800","241.8400"
"2018/05/07","243.4200","2993929.0000","243.5000","244.6700","242.4900"
"2018/05/04","242.5200","3599162.0000","238.1100","243.2200","237.6800"
"2018/05/03","239.1000","6170367.0000","237.9200","239.8300","235.1200"
"2018/05/02","239.1100","2722308.0000","240.6100","241.7000","238.7200"
"2018/05/01","240.7600","4394079.0000","240.6900","240.8900","237.9100"
"2018/04/30","241.5400","3472604.0000","244.1000","244.8400","241.5100"
"2018/04/27","242.9500","3209681.0000","242.9700","243.4400","241.7700"
"2018/04/26","243.1200","3815077.0000","241.4300","243.8800","241.1200"
"2018/04/25","240.7000","5254988.0000","240.2900","241.3300","238.0900"
"2018/04/24","240.0900","7084376.0000","245.3900","245.5613","238.1200"
"2018/04/23","244.3500","2488979.0000","245.0600","245.1800","243.1400"
"2018/04/20","244.4800","3395993.0000","246.3700","246.6600","243.5900"
"2018/04/19","246.5700","3720034.0000","246.9200","247.5800","245.4900"
"2018/04/18","247.3800","3641011.0000","247.8800","248.2214","247.0800"
"2018/04/17","247.8000","3815555.0000","248.1500","248.4800","247.2700"
"2018/04/16","245.6200","4017517.0000","245.1200","246.6700","244.7200"
"2018/04/13","243.5800","5220877.0000","246.4200","246.4600","242.3300"
"2018/04/12","244.8100","4729906.0000","243.6600","245.8200","243.4400"
"2018/04/11","241.8800","4729143.0000","242.1300","243.5800","241.3930"
"2018/04/10","244.0100","5979391.0000","243.3500","245.0000","242.2000"
"2018/04/09","239.7300","5043110.0000","241.1600","243.6400","239.4300"
"2018/04/06","239.1300","6974329.0000","242.3000","244.2525","237.2400"
"2018/04/05","244.9100","4734592.0000","243.8000","246.0900","243.3810"
"2018/04/04","242.4600","6405285.0000","235.0500","242.9000","234.9400"
"2018/04/03","240.1500","9868993.0000","237.3800","240.2500","236.4000"
"2018/04/02","236.1500","9212423.0000","240.3300","241.0300","233.2000"
"2018/03/29","241.4000","6629568.0000","239.5700","242.9400","239.0600"
"2018/03/28","238.2800","7981146.0000","239.0400","240.7200","237.0500"
"2018/03/27","238.2900","6498079.0000","243.0500","244.2599","236.8500"
"2018/03/26","241.8200","6581433.0000","239.0300","242.1500","237.2000"
"2018/03/23","235.1300","7594541.0000","239.9800","240.9000","234.8500"
"2018/03/22","239.3600","7408456.0000","244.0900","245.0300","239.1700"
"2018/03/21","246.6200","4339096.0000","247.1400","249.6500","246.3200"
"2018/03/20","247.1000","3257325.0000","246.4900","247.8500","246.3200"
"2018/03/19","245.9100","5731009.0000","248.3000","248.3800","244.3200"
"2018/03/16","249.1000","3427246.0000","248.5700","250.1290","248.3400"
"2018/03/15","249.0000","5018533.0000","248.8400","250.8000","247.8000"
"2018/03/14","247.8800","6209556.0000","251.4100","251.6200","246.9200"
"2018/03/13","250.2200","6094418.0000","253.1000","253.9700","249.6500"
"2018/03/12","251.9600","5502374.0000","254.0500","254.7200","251.7002"
"2018/03/09","253.5600","3903163.0000","250.9400","253.5600","250.3400"
"2018/03/08","249.1400","5837854.0000","249.1300","249.7050","247.2200"
"2018/03/07","248.1100","5353478.0000","245.8600","248.5800","245.4000"
"2018/03/06","248.8400","4349888.0000","250.1800","250.1800","247.0500"
"2018/03/05","248.8400","4883176.0000","243.8400","249.6300","243.8000"
"2018/03/02","245.3500","6389053.0000","243.5500","245.9200","242.1600"
"2018/03/01","245.9800","8137938.0000","250.2100","251.8700","244.3700"
"2018/02/28","250.2000","5288526.0000","255.1800","255.7700","250.2000"
"2018/02/27","253.9600","7214275.0000","257.1000","257.8600","253.9200"
"2018/02/26","256.9200","6077704.0000","254.3200","257.1800","253.9600"
"2018/02/23","252.9100","5086166.0000","250.7900","252.9500","250.0500"
"2018/02/22","249.4900","6339391.0000","248.6300","251.3600","248.5328"
"2018/02/21","247.7200","5884560.0000","249.6000","252.5100","247.7100"
"2018/02/20","249.3500","8676585.0000","250.4400","251.5863","248.5900"
"2018/02/16","251.9600","6398795.0000","251.4300","254.1200","251.2000"
"2018/02/15","252.5000","6086785.0000","251.6200","252.5000","248.4900"
"2018/02/14","249.3000","5759754.0000","245.1700","249.4900","245.0400"
"2018/02/13","246.5700","6229490.0000","244.7200","247.2500","244.3300"
"2018/02/12","246.1700","10453740.0000","244.0300","247.8500","243.0646"
"2018/02/09","242.0300","19856590.0000","241.4100","244.0300","233.7600"
"2018/02/08","238.6700","15811420.0000","248.9600","249.0800","238.5000"
"2018/02/07","248.7600","12628500.0000","248.2400","252.7900","247.5700"
"2018/02/06","248.9600","20478420.0000","238.3200","249.3300","237.5400"
"2018/02/05","243.2700","19850580.0000","252.2200","255.0200","239.0600"
"2018/02/02","254.9300","9474594.0000","259.6100","259.8500","254.7300"
"2018/02/01","261.6200","5170033.0000","259.9500","262.9000","259.7700"
"2018/01/31","261.4400","5363924.0000","263.0000","263.1600","260.2900"
"2018/01/30","260.6200","9401977.0000","261.4800","262.4400","260.0900"
"2018/01/29","264.1600","4599150.0000","265.5600","265.9000","264.1200"
"2018/01/26","265.9100","3858843.0000","264.3200","265.9300","264.0500"
"2018/01/25","263.7500","5916458.0000","263.5800","264.3901","262.4200"
"2018/01/24","262.5700","7103317.0000","263.0000","263.7600","260.8701"
"2018/01/23","261.8700","3475697.0000","261.8300","262.2900","261.2750"
"2018/01/22","261.9800","3340954.0000","259.7000","262.0100","259.6300"
"2018/01/19","260.5400","4055112.0000","260.0500","260.5500","259.2700"
"2018/01/18","260.1600","4848815.0000","261.2400","261.3200","259.3800"
"2018/01/17","261.0800","6128041.0000","259.2600","261.1900","258.5425"
"2018/01/16","257.8100","8074372.0000","260.2700","260.7499","256.9100"
"2018/01/12","257.9100","3667356.0000","256.6300","257.9700","256.4800"
"2018/01/11","255.6100","2757881.0000","254.0000","255.6700","253.8500"
"2018/01/10","253.6200","2343245.0000","253.1700","253.9311","252.4500"
"2018/01/09","253.8200","5016636.0000","253.2000","254.2900","252.7240"
"2018/01/08","252.5900","3847213.0000","252.7500","252.9700","252.2200"
"2018/01/05","252.7200","3346558.0000","251.3800","252.8500","250.9700"
"2018/01/04","250.6000","4927260.0000","249.9600","250.9200","249.6200"
"2018/01/03","248.9500","5526813.0000","248.3200","249.2200","248.0700"
"2018/01/02","248.0200","4454610.0000","248.3400","248.4700","247.2256"
"2017/12/29","247.3800","2950506.0000","248.5700","248.6100","247.1700"
"2017/12/28","248.1300","2743029.0000","247.9400","248.1900","247.7700"
"2017/12/27","247.4800","2930353.0000","247.1500","247.6860","247.1000"
"2017/12/26","247.2500","2155615.0000","246.9400","247.5850","246.8800"
"2017/12/22","247.4000","1846186.0000","247.5800","247.6100","246.9700"
"2017/12/21","247.6600","2445754.0000","247.7300","248.2900","247.4201"
"2017/12/20","247.0700","2399073.0000","248.3300","248.3989","246.7600"
"2017/12/19","247.4000","2612094.0000","248.3100","248.3400","246.9400"
"2017/12/18","247.7900","3280621.0000","248.0100","248.5410","247.5299"
"2017/12/15","246.2500","5861553.0000","246.2100","246.7000","245.8200"
"2017/12/14","245.5700","4711868.0000","246.8900","247.0699","245.4700"
